name,keywords
悅來牛肉麵,"['牛肉', '份量', '不錯', 'cp', '麻醬', '酸辣', '味道', '第二次', '冬粉', '130']"
老酒霸居酒屋 景美店,"['活動', '店內', '餐點', '參加', '蛤蜊', '雞肉', '不錯', '酌收', '明太子', '環境']"
港鑫-港式茶餐廳,"['感覺', '港式', '一個', '瘦肉粥', '份量', '味道', '不錯', '有點', '腐皮', 'XO']"
陶板屋 新店北新店,"['牛肉', '板屋', '餐點', '口感', '感覺', '類的', '服務人員', '主菜', '牛排', '完全']"
四哥的店,"['味道', '感覺', '不錯', '套餐', '沒有', '訂位', '小時', '二樓', '景觀', '預訂']"
赤崁傳統美食舖,"['...', '排長', '便當', '不錯', '價格', '推薦', '肉圓', '魚皮', '魚肚湯', '魚肉']"
雞窩餐廳,"['雞湯', '砂鍋', '餐廳', '湯頭', '濃郁', '用餐', '冰棒', '因為', '膠質', '好喝']"
越南美食 - 金川,"['蝦餅', '有點', '米粉', '越南', '份量', '因為', '一個', '咖啡', '非常', '烤肉']"
在十餐廳,[]
阿成牛肉麵,"['牛肉', '餛飩', '湯頭', '整體', '15', '清燉', '中規', '中矩', '一點', '許多']"
大碗公牛肉麵,"['牛肉', '挑戰', '湯底', '美食', '美味', '這不僅', '一場', '一種', '味蕾', '食物']"
no13早餐店,"['早餐', '東西', '點餐', '卡士', '喜歡', '新鮮', '有別', '很棒', '乳酪', '口味']"
貓空大觀園,"['餐廳', '不錯', '白斬雞', '還不錯', '桌菜', '比較', '貓空', '偏少', '可以', '口味']"
阿里郎韓國小吃,"['餐點', '小菜', '一樣', '環境', '乾淨', '雖然', '不會', '時候', '用餐', '打包']"
GYUU NIKU ステーキ專門店,"['起來', '線上', '牛肉', '可以', '覺得', '一樓', '不會', '訂位', '店內', '點餐']"
永寶餐廳,"['高麗菜', '菜色', '醋溜', '山東', '燒雞', '服務態度', '不會', '因為', '水餃', '餐廳']"
喬森西餐Savory Restaurant,"['牛排', '酥皮', '推薦', '餐點', '整體', '服務', '不錯', '價格', '肋眼', '豬腳']"
一千零一夜廚房,"['番紅花', '料理', '伊朗', '飲料', '甜點', '起來', '炭烤', '優格', '口感', '蔬菜']"
欣葉小聚 南港店,"['份量', '中卷', '台菜', '品質', '金沙', '肥肉', '每道菜', '非常', '雖然', '推薦']"
半島牛肉麵,"['湯頭', '牛肉', '味道', '有點', '小菜', '口感', '清淡', '牛腱', '風味', '小塊']"
大湖餐館 內湖,"['餐館', '菜色', '大湖', '招牌', '內湖', '萬字肉', '必點', '油條', '沒有', '還有']"
Kailash Kitchen 凱拉薩印度料理,"['咖哩', '餐廳', '香料', '印度', '料理', '莎拉', '奶茶', '用餐', '套餐', '餐點']"
分享餐廳,"['餐廳', '貴婦', '百貨', '餐點', '沒有', '用餐', '共享', '設計', '層樓', '當然']"
GREEN BUNNY restaurant,"['大利', '店員', '餐廳', '附餐', '濃湯', '餐點', '不錯', '味道', '嬰兒車', '豬肉堡']"
洋城義大利餐廳-內湖家樂福店,"['餐點', '用餐', '美食街', '價格', '不錯', '環境', 'Costco', '趕時間', '不貴', '要主動']"
Farelie restaurant,"['還不錯', '還行', '出餐', '蛤蜊', '店家', '第二次', '甜椒', '配菜', '不錯', '透過']"
涓豆腐 松山店,"['小菜', '甜點', '服務', '石鍋', '店員', '味道', '豆腐', '用餐', '無限續', '沒有']"
松園餐廳,"['停車場', '菜色', '用餐', '餐點', '松園', '餐廳', '慈惠堂', '000', '適合', '服務']"
A.I.O 餐廳 (all In One Restaurants),"['餐廳', '海鮮', '龍蝦', '香腸', '米腸', '起來', '推薦', '炭烤', '那種', '米粉']"
波諾義大利料理-台北店,"['喜歡', '公園', '大湖', '非常', '堅果', '醬汁', '還有', '新鮮', '覺得', '推薦']"
水餃店,"['水餃', '這間', '高麗菜', '感覺', '小吃', '韭菜', '味道', '靜謐', '很乾淨', '溫馨']"
粵亮廣式料理,"['粵亮', '用餐', '餐點', '叉燒', '口感', '餐廳', '沒有', '起來', '南港', '生菜']"
昆陽牛肉麵,"['牛肉', '紅燒', '湯頭', '入味', '大碗', '家常', '店員', '選擇', '豆皮', '沒什麼']"
Texas Roadhouse 德州鮮切牛排 松高店,"['牛排', '不錯', '整體', '用餐', '女服', '食材', '還蠻', '親切', '感覺', '喜歡']"
Chili House Restaurant 四川吳抄手,"['spicy', 'service', 'food', 'Very', 'tasty', 'Sichuan', 'dishes', 'non', 'options', 'available']"
老司機居酒屋,"['餐點', '整體', '味道', '空間', '不會', '油膩', '炸雞', '覺得', '份量', '店家']"
すき家松山站前,"['這家', '餐點', '松山', '發現', '店員', '還要', '不過', '服務品', '因為', '沒有']"
bar & restaurant a³ 新義式餐廳,"['餐點', '氣氛', '服務', '整體', '餐廳', '舒適', '食材', '牛排', '用餐', '味道']"
吉比鮮釀餐廳 台北信義店 GBA Brewery Restaurant - Taipei Hsinyi Store,"['牛排', '不錯', '他們', '牛肉', '環境', '餐廳', '氣氛', '沒有', '特別', '我點']"
Authentic Thai restaurant,[]
The Thali 塔哩印度料理,"['還有', '印度', '點餐', '餐點', 'four', 'meal', '拼盤', '料理', '四人', '咖喱']"
水中鮮餐廳,"['門口', '這個', '白飯', '顆星', '佛心', '有汽', '機車', '白線', '車格', '10%']"
Tierra Casa Restaurant-台北內湖西餐廳 在地食材創意料理 價格訂位推薦 義式法式料理 2024人氣必吃美食 精品茶葉咖啡 聚餐親子餐廳 PTT Dcard,"['餐點', '蛋糕', '餐廳', '因為', '特別', '不會', '沙拉', '店家', '用餐', '搭配']"
薩朵披薩餐酒館salto pizzeria&bistro,"['大利', '好喝', '點餐', '披薩', '套餐', '感覺', '因為', '覺得', '濃湯', '建議']"
象園咖啡內湖店,"['u2060', '餐廳', '還有', '親子', '生日', '餐點', '用餐', '沙拉', '旁邊', '飲料']"
竹村居酒屋,"['明太子', '居酒', '口味', '時間', '一個', '餐點', '覺得', '整體', '這道', '比較']"
李記中式餐廳,"['美食街', '隱藏', 'B1', '合菜', '服務', '價錢', '實惠', '豐富', '醫院', '裡面']"
銘記越南美食,"['越南', '美食', '銘記', '餐廳', '台灣', '用餐', '文化', '服務人員', '推薦', '特別']"
板前屋炭烤鰻魚飯(最後出餐22:00),"['鰻魚', '魚飯', '白燒', '蒲燒', '小菜', '咬下', '燒烤', '師傅', '魚肉', '香氣']"
合居酒屋,"['番茄', '明太子', '山藥', '每道菜', '服務', '鮭魚', '餐點', '推薦', '即化', '當天點']"
すき家南京三民,"['外帶', '店員', '發現', '整個', '已經', '人力', '用餐', '完全', '女服', '重影']"
松果院子,"['餐點', '肉桂', '口感', '推薦', '整個', '感覺', '甜點', '蘋果', '炸雞', '覺得']"
WOOBAR,"['感覺', '甜點', '下午茶', '空間', '游泳池', '飯店', '特別', '設計', '不會', '泳池']"
餃子樂 信義店,"['餃子', '什麼', '選擇', '推薦', '這裡', '三鮮水', '這個', '用餐', '蛋花', '還有']"
紫艷中餐廳,"['服務', '夜景', '脆皮', '信義區', '推薦', '裝潢', '味道', '少少的', '每道菜', '牛柳']"
BaganHood 蔬食餐酒館,"['蔬食', '選擇', '喜歡', '泡菜', '未來', '薯條', '整體', '不錯', '餐點', '料理']"
すき家國父紀念館,"['套餐', '什麼', '時候', '泡菜', '七味', '出門', '環境', '舒適', '服務', '天氣熱']"
Lin Restaurant,"['主廚', 'ufeff', '伊比利', '風乾', '這道', '主菜', '火腿', '搭配', '味道', '呈現']"
花娘小館,"['非常', '川菜', '餐廳', '蔥油', '肥腸', '那個', '辣度', '水煮', '味道', '白菜']"
布娜飛小酒館南港店bravocafe draftdeer,"['餐點', '整體', '不錯', '啤酒', '沒有', '親切', '氣氛', '感覺', '店員', '音樂']"
PASTi,"['pasti', '美味', '開心果', '食材', '感覺', '非常', '真的', '冰糕', 'fine', 'dining']"
武侍酒 日式居酒屋,"['感覺', '有點', '不錯', '還算', '整瓶', '氣氛', '包廂', '廁所', '烏龍', '小菜']"
三葉千座 串烤,"['推薦', '甜不辣', '焦脆', '社團', '愛心', '點贊', '空間', '乾淨', '包廂', '烤物']"
炸雞大獅 北市南港一館店,"['點餐', '客人', '餐盒', '吃過', '現炸覺', '整塊', '幾乎', '沒肉', '醃漬', '不大裡面']"
北雲餐廳(研究院店),"['中研院', '菜色', '肉質', '餐廳', '蔥油餅', '台式', '基本上', '這邊', '服務', '不過']"
Trine&zen 崔妮傑恩 微風中研院店,"['餐點', '中研院', '餐廳', '這裡', '甜點', '氣氛', '空間', '沒有', '小山坡', '大利']"
非常泰 - 南港中信店,"['點餐', '黑糯米', '泰式', '選擇', '這個', '沒有', '一樣', '價格', '兌換', '11']"
茄子咖哩 南港店,"['咖喱', '咖哩', '服務', '豬排', '茄子', '絕對', '蛋包', '覺得', '水準', '南港']"
呂壽司-南港美食-餐廳-生魚片-Restaurants,"['壽司', '時間', '美味', '飲食', '職人', '建議', '乾淨', '南港', '用心', '芥茉']"
三竹園客家小館,"['出來', '餐廳', '合菜', '店家', '值得', '下班', '料理', '味道', '客家菜', '港式']"
奧特拉麵Ramen Ultra 南港環球店 (錦拉麵)B1,"['開始', '用餐', '時段', '湯頭', '濃郁', '點餐', '計時', '整體', '200', '普通']"
北雲餐廳(總店),"['餐點', '水蓮', '鍋餅', '...', '豆沙', '常客', '家人', '很油', '辣油', '老字號']"
MAGiC TOUCH点爭鮮 CITYLINK-南港店｜日式料理壽司生魚片,"['沒有', '覺得', '軟殼', '爭鮮', '比較', '點餐', '一點', '餐點', '炙燒', '口感']"
Bogart's Smokehouse Taipei (美式木柴烤肉屋),"['四種', '鈴薯', '配菜', '醬汁', '巫毒', '卡羅萊納', '豬肋排', '原味', '媽媽', '風味']"
紅燒牛肉麵,"['推薦', '牛肉', '夜市', '比登', '他家', '湯頭', '牛雜', '辣椒', '牛雜湯', '這樣']"
欣葉台菜 信義新天地A9店,"['台菜', '豬肝', '欣葉', '芥蘭', '口味', '清淡', '米糕', '環境', '服務', '菜單']"
BeGood Bakery | Cafe | Restaurant,"['晚餐', '搭配', '餐廳', '甜點', '因為', '伊比利', '套餐', '炭烤', '菲力', '薄餅']"
拉撒咪呀居酒屋,"['明太子', '不錯', '烏龍', '這個', '喜歡', '腿肉', '感覺', '超級', '兩個', '餐點']"
馬友友印度廚房 - 大直 Mayur Indian Kitchen restaurant Dazhi (MiK-hi5),"['咖哩', '特別', '料理', '香料', '咖喱', '味道', '服務', '烤餅', '比較', '店員']"
LULU義大利餐廳,"['大利', '牛排', '奶油', '濃郁', '餐點', '喜歡', '生菜沙拉', '口味', '非常', '太甜']"
桐花客家創意料理民生店,"['料理', '這次', '特別', '酸菜', '沙朗', '吃過', '服務', '用心', '客家菜', '一道']"
吳留手串燒居酒屋-本店,"['明太子', '烏龍', '奶油', '牛舌', '感覺', '餐點', '一點', '適合', '500', '趁熱']"
紅舍私房菜,"['推薦', '紅舍', '餐點', '皮嫩肉', '微辣', '老燒', '菜色', '單上', '燒老蛋', '肥腸']"
N°168 牛排館,"['用餐', '服務', '喜歡', '冰淇淋', '紐約客', '口感', '牛排', '甜點', '起司', '奶油']"
祥福餐廳,"['餐廳', '推薦', '江浙', '菜色', '傳統', '親切', '祥福餐', '菜餚', '老餐', '臭豆腐']"
昆明園 Kunming Islamic Restaurant,"['烤餅', '咖喱', '中東', '咖哩', '套餐', '料理', '香料', '羊肉串', '餐點', '適合']"
Triple Cafe,"['沙拉', '蛋糕', '奶油', '覺得', '有點', '一個', '大利', '環境', '寵物', '青醬']"
榛品越南河粉,"['越式', '餐廳', '河粉', '口感', '米粉', '用餐', '料理', '酸辣', '份量', '咖喱']"
慶祝居酒屋,"['烏龍', '居酒', '醬燒', '明太子', '因為', '沒有', '特別', '新鮮', '消費', '牛串']"
澎派海鮮餐廳,"['帝王', '店家', '菜色', '內湖', '海鮮', '餐廳', '加點', '拔絲', '預約', '詢問']"
驢子餐廳 春大直店,"['餐廳', '餐點', '牛排', '不錯', '消費', '整體', '不會過', '停車', '牛膝', '很棒']"
美麗餐廳,"['他們', '好友', '相當', '上菜', '料理', '菜瓜', '人手不足', '某大', '絲瓜', '煎餅']"
GMT義大利餐廳,"['牛舌', '牛排', '一點', '口感', '沙拉', '大利', '單點', '份量', '調味', '服務']"
大腕燒肉專門店,"['用餐', '套餐', '不錯', '沒有', '店員', '訂位', '服務人員', '價位', '肉質', '結果']"
酌屋,"['入味', '烏龍', '整個', '適合', '起來', '絲瓜', '香菇', '親切', '店貓', 'u200d']"
Jolly手工釀啤 酒泰食餐廳-內湖店,"['泰式', '餐點', '推薦', '有點', '啤酒', '咖喱', '用餐', '覺得', '整體', '四季豆']"
聞香園熱炒100,"['白飯', '調味', '回鍋', '牛肉', '味道', '內用', '價格', '感覺', '還有', '有點']"
牛爸爸牛肉麵,"['牛肉', '湯頭', '真的', '清燉', '什麼', '用餐', '500', '萬元', '豬腳', '食材']"
Tony’s BBQ Smokehouse,"['內湖', '胸肉', '用餐', '套餐', '肋排', '軟嫩', '幾乎', '切斷', '預期', '沾醬']"
麥當勞-台北南港餐廳,"['餐點', '沒有', '當勞', '經理', '麥當', '客人', '早餐', '評價', '飲料', '問題']"
樂雅樂餐廳 南港店,"['飲料', '餐點', '服務人員', '客人', '用餐', '體驗', '選擇', '紅茶', '無糖', '建議']"
溢香園餐廳成功店,"['超級', '推薦', '醉雞', '還有', '訂位', '起來', '餐點', '有點', '環境', '適合']"
蔬軾．農安店．創意蔬食料理．So Veg Restaurant,"['優格', '口感', '可以', '蔬食', '南瓜', '雖然', '有點', '口味', '冰淇淋', '大利']"
酒渦居酒屋,"['東西', '裡面', '一點', '居酒', '屋氣氛', '菜單', '超級', '窮人', '進去', '然後烤']"
すき家圓山,"['素食', '七味', '餐點', '忘記', '謝謝', '評論', '不行', '只能', '光是在', '像是']"
すき家民權西路,"['店員', '七味', '不錯', '分店', '那個', '服務態度', '門口', '外帶', '做錯', '問題']"
欣葉台菜 創始店,"['NT', '餐廳', '雖然', '不錯', '有點', '麻油', '杏仁茶', '包廂', '喜歡', '鳳梨蝦']"
海霸王餐廳,"['服務生', '表現', '包廂', '用餐', '美味', '米糕', '芋頭', '櫻花', '整體', '霸王餐']"
渣男Taiwan Bistro 中山店,"['調酒', '感覺', '整體', '極度', '建議', '適合', '下酒菜', '食物', '搭配', '特調']"
波麗路西餐廳,"['不會', '回憶', '酸菜', '餐點', '感覺', '餐廳', '不錯', '德國', '豬腳', '還有']"
儂來餐廳,"['桌菜', '價格', '鮮甜', '因為', '宴席', '美味', '土雞', '務費', '餐廳', '菜色']"
Indian restaurant,[]
ACME｜Cafe Bar & Restaurant 臺北表演藝術中心,"['餐點', '有點', '特別', '價格', '服務人員', '用餐', '感覺', '低消', '500', '環境']"
興蓬萊台菜海鮮餐廳,"['排骨', '天母', '覺得', '市場', '沒有', '口味', '米糕', '粉肝', '這些', '傳統']"
緣酒居酒屋,"['每一樣', '適合', '親切', '順口', '食材', '特別', '喜歡', '調整', '非常', '多汁']"
品欣牛肉麵,"['湯頭', '牛肉', '有點', '不錯', '份量', '水餃', '大碗', '感覺', '海帶', '應該']"
洋蔥 天母店,"['這裡', '喜歡', '回訪', '葡式', '蛋塔', '用餐', '田螺', '天母', '回味', '主餐']"
隱味牛肉麵,"['牛肉', '建議', '份量', '一個', '湯頭', '條軟', '適中', '貴店', '精華區', '給予']"
銀座日本料理,"['食材', '新鮮', '餐點', '老店', '干貝', '經驗', '規中矩', '服務人員', '起來', '甜點']"
肯達亞,"['牛肉丸', '還有', '牛肉', '配菜', '特別', '起來', '巴東', '肉丸', '不起眼', '印尼']"
高品味燒烤,"['口味', '醬料', '配酒', '價格', '親民', '炸物類', '可愛的貓', '健談', '還不錯', '適合']"
陶板屋 新北投光明店,"['u2060', '服務員', '板屋', '剛好', '很棒', '生日', '分店', '用餐', '體驗', '王品']"
子女居酒屋,"['酒屋', '有點', '他們', '豐富', '沒有', '調味', '一點', '餐點', '菜單', '串燒']"
すき家 SUKIYA 蘆洲三民店,"['指數', '餐廳', '蘆洲', '照燒', '用餐', '三民', '寬敞', '壽喜燒', '價格', '服務']"
上享庭園餐廳,"['脆皮', '豆花', '服務', '一邊', '上菜', '白飯', '特別', '起來', '評論', '整體']"
酎 串燒居酒屋,"['明太子', '山藥', '不錯', '白帶', '120', '白醬', '推薦', '白子', '泡菜', '皮蛋']"
すき家三和國中,"['青菜', '一點', '結帳', '小孩', '90%', '唐揚', '湯也', '推薦', '可樂餅', '不錯']"
和本津居酒屋,"['餐點', '有點', '梅酒', '芒果', '沒有', '發現', '簡單', '鹽燒', '雞肉', '三民路']"
PURE CUISINE,"['餐廳', '服務', '沒有', '用餐', '餐點', '覺得', '飯店', '12', '評論', '泡湯']"
菘賓餐廳,"['環境', '針對', '新鮮', '地方', '隱身', '工廠', '餐廳', '團客', '遊覽車', '類型']"
阿雪早餐店,"['阿姨', '這樣', '店家', '蛋餅', '怎麼', '早餐', '一個', '過期', '那種', '本來']"
眼鏡婆水餃店,"['水餃', '酸辣', '韭菜', '餡料', '比較', '餛飩', '用餐', '口味', '味道', '肉汁']"
唭哩岸 早餐店,"['蛋餅', '親切', '豬排', '評價', '我點', '餅皮', '真的', '口感', '早餐', '岸站']"
金春發牛肉店,"['牛肉', '咖哩', '半肉', '新鮮', '清燉', '湯頭', '停車', '半筋', '牛肚', '口味']"
187早餐店,"['食材', '餐點', '什麼', '客人', '光臨', '沒朝氣', '東西', '時候', '建議', '店內']"
新佳餚餐廳,"['芋頭', '米粉', '非常', '口感', '肉質', '加熱', '大腸', '比較', '..', '四季豆']"
Wave餐廳,"['餐廳', '一點', '二樓', '低消', '680', '可麗露', '這邊', '一個', '用餐', '成服']"
D'Tapas,"['覺得', '因為', '一個', '餐點', '沒有', '口味', '西班牙', '餐廳', '有點', '非常']"
蓬萊台菜餐廳,"['排骨', '餐廳', '菜色', '用餐', '美味', '頭條', '湯頭', '時間', '一點', '豆腐']"
