place_id,keywords
ChIJf-iLZ4mpQjQRC7E9ab8LIDU,"['甜點', '宋湯', '餐點', '特別', '沙拉', '套餐', '味道', '俄羅斯', '主餐', '布林餅']"
ChIJmwLREXypQjQRzR_a1t8dy6c,"['牛肉', '湯頭', '客氣', '排隊', '紅燒', '皮蛋', '酸菜', '小菜', '10', '200']"
ChIJbTKSE4KpQjQRXDZZI57v-pM,"['小籠', '鼎泰豐', '信義店', '排骨', '外帶', '樓梯', '炒飯', '沒有', '服務人員', '態度']"
ChIJrytrkMSr8TURw7PErWavERA,"['nBad', 'food', 'First', 'time', 'taste', 'indian', 'its', 'delicious', '...', 'Pakistan']"
ChIJwfHq58Gs8TURm0SnDhxfFoY,"['des', 'mais', 'tre', 'le', 'ne', 'restaurant', 'years', 'Manger', 'belge', 'kin']"
ChIJjx1Ts-NS8DURxrfWvcTQ-kU,[]
ChIJj6vsCZKs8TUR_YJfMeQmqRk,"['Indian', 'good', 'restaurant', 'food', 'great', 'paneer', 'very', 'China', 'There', 'quite']"
ChIJvaZmseqs8TURT8J0MLPD5Vs,[]
ChIJC9s_X0dT8DUReKo_5UWwjiE,[]
ChIJc8oPg9TA8TURz1QBn6d3DZw,"['el', '羊肉串', '必到', '吃過', 'restaurant', 'lamb', 'well', 'bastante', 'no', 'ba']"
ChIJ6Tj9cH6s8TUR1MXWEORLLSc,"['餃子', '他們', '各種', '一個', '不錯', '兩加', '彩色', '北京', '京味', '喜歡']"
ChIJ_fPwCsOs8TUR8inXwPfCDNI,[]
ChIJR5FNW0hT8DURFNgPWY7QYCc,[]
ChIJPUfe4vxS8DURyA57V6WYSGE,[]
ChIJ5Tmnhe2s8TURxpGXz9ekq44,[]
ChIJAwVknZas8TUR6yXj7rQHvhw,[]
ChIJaSI3ZPBS8DURad7yCmD9DhQ,"['冷面', '烤羊肉串', '1993', '2020', '延吉', '十块钱', '价格便宜', '狗肉', '正宗', '幼儿园']"
ChIJ58kGuStT8DURQ0YtbxQoVSA,[]
ChIJaX6qhZKs8TURfsK--uzfKdQ,[]
ChIJLW3oV4as8TUR6NdG3mlUPug,"['Left', 'left', 'restaurant', '食材', '炒饼', 'Nick', 'name', 'Due', 'living', 'Sheraton']"
ChIJPaFw-cpU8DURnT2QiDHg1Hk,[]
